location.location_num,location.location_name,location.address_1,location.address_2,location.address_3,location.zipcode,location.location_status,location.operator_guid,location.concept_type_code,location.location_type_code,location.service_team_name,location.operator_team_name,location.market_name,location.business_consultant_guid,location.gmt_offset,location.gps_latitude,location.gps_longitude,location.has_dining_room,location.has_drive_thru,location.drv_thru_num_approach_lanes,location.drv_thru_num_order_points,location.drv_thru_num_pickup_windows,location.offers_wireless,location.playground,location.rpp_mobile_payment,location.rpp_mobile_ordering,location.rpp_alist,location.rpp_serves_breakfast,location.rpp_serves_limited_menu,location.rpp_delivery,location.rpp_catering
145,Greenwood Mall (KY),2625 Scottsville Rd Ste 528,,,42104-6381,closed,5322da9ae3c84a5d9f9f8fbe39887d54,CFA,MALL,AT Region Team #2,Western Kentucky,Bowling Green  KY,ac4138aadc24cf4a87f96ee1d6c91769,GMT -06:00,36.9484,-86.4275,Y,N,0,,,N,none,,,,,,,
146,Heritage Park Mall,6833 East Reno Street,,,73110,closed,981d654e45194e08a5f4be183dd8c82c,CFA,MALL,SW Region Team #3,Oklahoma City South,Oklahoma City  OK,361a2efcce1b458babd099e10ffde0db,,35.4658,-97.41,Y,N,0,,,N,none,,,,,,,
147,Hickory Ridge,6075 Winchester Rd,3707 Hickory Ridge Mall,,38115-4012,closed,cb02c8197417bb41ae6065bf991f67f8,CFA,MALL,AT Region Team #2,Memphis 3,Memphis  TN,87c1b065c495e443ac02b1f3aa2c7999,,35.0463,-89.8611,N,N,0,,,N,none,,,,,,,
148,Hickory Hollow Mall,5252 Hickory Hollow Pkwy Ste Fc02,,,37013-3020,closed,,CFA,MALL,AT Region Team #1,Nashville South,Nashville  TN,717bb3f3d5594bc2a054a565d86f9a83,GMT -06:00,36.0516,-86.65649,N,N,0,,,N,none,,,,,,,
149,Highland Mall,432 Highland Mall,,,78752,closed,,CFA,MALL,SW Region Team #1,Austin North,,aa6b12622f45b8408d3a620eda118fd2,,,,Y,N,,,,N,none,,,,,,,
150,Burlington Square Mall,180 Burlington Square Mall # 117,,,27215-5148,closed,313e40b726d24c52abd389de73dccc69,CFA,MALL,AT Region Team #1,Triad East,Greensboro-High Point-Winston Salem  NC,44597ba0ec6e4941983680cbf599a6f7,GMT -05:00,36.0788,-79.4872,Y,N,0,,,N,none,,,,,,,
151,Hammond Square,2000 Southwest Railroad Avenue,,,70403,closed,,CFA,MALL,SW Region Team #2,New Orleans N Shore,New Orleans  LA,e79b8f588fc1c840853732d48f3a5861,,,,Y,N,0,,,N,none,,,,,,,
152,Jasper Mall,300 Highway 78 E Ste 414,,,35501-3887,open,e278da12ea954dbc88bfc5d1c4b06335,CFA,MALL,SE Region Team #3,Central Alabama,Birmingham (Anniston and Tuscaloosa)  AL,7ed5b505851f4242808f33a4f30e2ba2,GMT -06:00,33.8518,-87.2719,Y,N,0,,,N,none,,,,,,,
153,Independence Mall,3500 Oleander Dr Ste Fc2,,,28403-0847,open,806f54d41da54c65b1e3958d8729b8c1,CFA,MALL,AT Region Team #3,Wilmington,Wilmington  NC,7b42386e151c4d8a8249db30693e2928,GMT -05:00,34.21399,-77.90608,N,N,0,,,N,none,,,,,,,
154,Lynnhaven Mall,701 Lynnhaven Pkwy Ste 2041,,,23452-7293,open,d9aa0e205c860c44b4735d9bd7b7d970,CFA,MALL,AT Region Team #1,Virginia Beach,Norfolk-Portsmouth-Newport News  VA,44597ba0ec6e4941983680cbf599a6f7,GMT -05:00,36.81486,-76.07262,Y,N,0,,,N,none,,,,,,,
155,Ingram Park Mall,6301 Nw Loop 410 Ste Vc9,,,78238-3801,open,a9c38af1bac1434196810a751a80e367,CFA,MALL,SW Region Team #1,San Antonio West,San Antonio  TX,78936b780a974f4886a6e21d2b383e5b,GMT -06:00,29.47018,-98.62155,N,N,0,,,N,none,,,,,,,
156,Los Cerritos Center,123 Los Cerritos Mall,Space #FC09,,90703-5420,closed,1799873605084c478e7f827e40ebfacf,CFA,MALL,West Region Team #1,LA Central,Los Angeles  CA,8be2561e6bc4a942b95488caff08ab1e,,33.86101,-118.09251,N,N,0,,,N,none,,,,,,,
157,Irving Mall,3842 Irving Mall,,,75062-5158,closed,,CFA,MALL,SW Region Team #3,DFW Dallas North,Dallas-Ft. Worth  TX,70af91364d53aa49a4e989e8e5f978a2,GMT -06:00,32.84009,-96.99595,N,N,0,,,N,none,,,,,,,
158,Killeen Mall,2100 S W S Young Dr,,,76543-5352,closed,28fface6f88e499d94bfe28c92232708,CFA,MALL,SW Region Team #1,Central Texas,Waco-Temple-Bryan  TX,aa6b12622f45b8408d3a620eda118fd2,GMT -06:00,31.0937,-97.71571,Y,N,0,,,N,none,,,,,,,
159,Hanes Mall,3320 Silas Creek Pkwy Ste FC7,,,27103-3126,open,f9f1ca8b91fa47cd91e4962f26cbbc26,CFA,MALL,AT Region Team #1,Triad West,Greensboro-High Point-Winston Salem  NC,2a1d238b9c31409eac72c9987498aa25,GMT -05:00,36.06958,-80.30034,N,N,0,,,N,none,Yes,No,Yes,No,Yes,Yes,Yes
160,Houston Mall,107 North Houston Road,,,31093,closed,,CFA,MALL,,,Macon  GA,,,,,Y,N,,,,N,none,,,,,,,
161,Jefferson Mall,4801 Outer Loop Road,,,40219,open,41cad57226de410b9548dc35b12845e5,CFA,MALL,AT Region Team #2,Louisville,Louisville  KY,87c1b065c495e443ac02b1f3aa2c7999,GMT -05:00,38.14138,-85.6705,N,N,0,,,N,none,,,,,,,
162,Lufkin Mall,4600 S Medford Dr Ste 1262,,,75901-5610,open,5c88c4ed33db4268897eefb1ea4c5990,CFA,MALL,SW Region Team #2,East Texas,Tyler-Longview(Lufkin & Nacogdoches)  TX,5acc2f9801eb4714a4cf9438751497c4,GMT -06:00,31.31157,-94.72543,Y,N,0,,,N,none,Yes,Yes,Yes,No,Yes,Yes,Yes
163,Hulen Mall,4800 S Hulen St Ste 2102,,,76132-1416,open,47be08e2b99346bb9b2ee55754c8505d,CFA,MALL,SW Region Team #3,DFW Fort Worth South,Dallas-Ft. Worth  TX,70af91364d53aa49a4e989e8e5f978a2,GMT -06:00,32.67832,-97.39796,N,N,0,,,N,none,,,,,,,
164,Longview Mall,3500 Mccann Rd,,,75605-4406,open,5c6a12073831f5468c4e5cb893959e51,CFA,MALL,SW Region Team #2,East Texas,Tyler-Longview(Lufkin & Nacogdoches)  TX,5acc2f9801eb4714a4cf9438751497c4,GMT -06:00,32.53917,-94.75118,Y,N,0,,,N,none,,,,,,,
165,Macon Mall,3661 Eisenhower Pkwy,P.O. Box 25062,,31206-3664,closed,,CFA,MALL,SE Region Team #1,Middle Georgia,Macon  GA,b3bd7a3ade0c42dd9a5aee78dec68c33,GMT -05:00,32.81741,-83.69292,N,N,0,,,N,none,,,,,,,
166,Mall of Abilene,4310 Buffalo Gap Rd Ste 1442,,,79606-2762,open,8d2b06dece2e4824a40cc11a059cd627,CFA,MALL,SW Region Team #1,West Texas,Abilene-Sweetwater  TX,78936b780a974f4886a6e21d2b383e5b,GMT -06:00,32.40027,-99.76211,Y,N,0,,,N,none,,,,,,,
167,Mall Del Norte,5300 North I-35,,,78041,open,572e679bd1fb4019bc01eeec47ab1dd3,CFA,MALL,SW Region Team #1,South Texas,Laredo  TX,15bff427dfaae34485fc096ee4ecc695,GMT -06:00,27.55179,-99.50038,Y,N,0,,,N,none,,,,,,,
168,Magnolia Mall,2701 W David McLeod Blvd #1320,,,29501,open,fc9453ceed2e44ba84edef0fe30e7ca9,CFA,MALL,AT Region Team #2,Columbia I,Myrtle Beach-Florence  SC,d7460f1c74b14476b58aa48c3a61fd8e,GMT -05:00,34.19139,-79.83443,Y,N,0,,,N,none,,,,,,,
169,Midland Park Mall,4511 N Midkiff Rd Ste C19,,,79705-3238,open,28fface6f88e499d94bfe28c92232708,CFA,MALL,SW Region Team #1,West Texas,Odessa-Midland  TX,78936b780a974f4886a6e21d2b383e5b,GMT -06:00,32.03066,-102.13104,Y,N,0,,,N,none,No,Yes,No,,,,
170,McAlister Square,S. Pleasantburg Drive,,,29607,closed,,CFA,MALL,AT Region Team #1,Upstate Central,,333a9c217fe3f84f996c88aaed104dfe,,,,Y,N,,,,N,none,,,,,,,
171,Metrocenter (MS),3645 Highway 80 W.,2218 Metrocenter,,39209,closed,d617c38e7a0b4c15a1a5891647e4f674,CFA,MALL,SE Region Team #3,Central Mississippi,Jackson  MS,fc7366ebca1e4d5f9ef5fbf0e350981b,,32.3028,-90.253,N,N,0,,,N,none,,,,,,,
172,Montgomery Mall (AL),2837 Montgomery Mall,,,36116,closed,,CFA,MALL,SE Region Team #3,Central Alabama,Montgomery-Selma  AL,7ed5b505851f4242808f33a4f30e2ba2,,,,N,N,0,,,N,none,,,,,,,
173,Myrtle Square,2501 North Kings Highway,,,29577,closed,,CFA,MALL,AT Region Team #3,Myrtle Beach,Myrtle Beach-Florence  SC,7b42386e151c4d8a8249db30693e2928,,,,Y,N,0,,,N,none,,,,,,,
174,Monroe Crossing,2115 W Roosevelt Blvd Ste 105,,,28110-2737,open,9174fd81cdaf0f43a6bdfa17bf2b5aa5,CFA,MALL,AT Region Team #3,Charlotte III,Charlotte  NC,616d75cb198c43709964d6db1135d97f,GMT -05:00,35.00437,-80.55975,Y,N,0,,,N,none,,,,,,,
175,Newmarket Fair,169 Newmarket Fair,,,23605,closed,12f6d7b81bf2f04196ae1a9da48ec120,CFA,MALL,AT Region Team #1,Tidewater Peninsula,,44597ba0ec6e4941983680cbf599a6f7,,,,Y,N,,,,N,none,,,,,,,
176,Military Circle,880 Military Circle Mall,N. Military Highway #1160,,23502,closed,,CFA,MALL,AT Region Team #1,Tidewater South,Norfolk-Portsmouth-Newport News  VA,333a9c217fe3f84f996c88aaed104dfe,,,,N,N,0,,,N,none,,,,,,,
177,Mercer Mall,261 Mercer Mall Rd,Suite 515,,24701-9098,open,77965aaad044604c9255429a4116fe21,CFA,MALL,AT Region Team #3,West Virginia,Bluefield-Beckley-Oak Hill  WV,6d147b08bcfd43f18147be0c489c6d97,GMT -05:00,37.29601,-81.16874,Y,N,0,,,N,none,,,,,,,
178,Mall of Memphis,4451 Mall of Memphis  R-453,,,38118,closed,,CFA,MALL,AT Region Team #2,Memphis 3,,87c1b065c495e443ac02b1f3aa2c7999,,,,Y,N,,,,N,none,,,,,,,
179,Montgomery Mall (PA),314 Montgomery Mall,,,19454-3907,open,5f3815a7e17a499ab3c0b125875748f5,CFA,MALL,NE Region Team #1,Philadelphia Central,Philadelphia  PA,032ae6f5e8cd4b6199629357a1a80d16,GMT -05:00,40.23513,-75.24477,N,N,0,,,N,none,,,,,,,
180,North DeKalb Mall,2050 Lawrenceville Hwy Ste G40,,,30033-4329,closed,,CFA,MALL,SE Region Team #1,ATL-DeKalb,Atlanta  GA,8982d24e3d43a7448fc7c022b56400bf,,33.80826,-84.27822,N,N,0,,,N,none,,,,,,,
181,Memorial City Mall,303 Memorial City Way Spc 385,,,77024-2598,open,2b2f5be1ec7c674faeef557a0c3b0ada,CFA,MALL,SW Region Team #2,Houston Northwest,Houston  TX,3757847305444afbb9d2b5c0087ee73e,GMT -06:00,29.78102,-95.53944,Y,N,0,,,N,none,,,,,,,
182,North Hills Mall (NC),4217 Six Forks Road,Suite 102,,27609,closed,b79fb2ee4ae3264a9862ba1ba7394add,CFA,MALL,AT Region Team #3,Raleigh Durham 1,Raleigh-Durham (Fayetteville)  NC,616d75cb198c43709964d6db1135d97f,,,,Y,N,,,,N,none,,,,,,,
183,North Hills Mall (TX),606 North Hills Mall,,,76180,closed,,CFA,MALL,,,,,,,,N,N,,,,N,none,,,,,,,
184,North Star Mall,7400 San Pedro Ave Ste 10,,,78216-8329,open,a0f86998ca98408d8d3ea3cbd1839b9d,CFA,MALL,SW Region Team #1,San Antonio East,San Antonio  TX,15bff427dfaae34485fc096ee4ecc695,GMT -06:00,29.51848,-98.49579,N,N,0,,,N,none,,,,,,,
185,North Towne Square,#D-14  343 New Towne Square Dr,,,43612,closed,,CFA,MALL,MW Region Team #1,Northern Ohio,,b67cc33137f447478eee9f2664423ce1,,,,Y,N,,,,N,none,,,,,,,
186,Northcross Mall,2525 Anderson Lane  #360,,,78757,closed,,CFA,MALL,SW Region Team #1,Austin North,,aa6b12622f45b8408d3a620eda118fd2,,,,Y,N,,,,N,none,,,,,,,
187,Mesilla Valley Mall,700 S Telshor Blvd Ste 1254,,,88011-8684,open,f24e9d252e9044c4b732cc4b654448aa,CFA,MALL,SW Region Team #1,El Paso,El Paso  TX (Las Cruces  NM),aa6b12622f45b8408d3a620eda118fd2,GMT -07:00,32.3106,-106.74358,Y,N,0,,,N,none,,,,,,,
188,Westlakes Mall,1401 SW Loop 410  Box 118,,,78227,closed,,CFA,MALL,SW Region Team #1,San Antonio East,,15bff427dfaae34485fc096ee4ecc695,,,,Y,N,,,,N,none,,,,,,,
189,Northpark Mall (IA),320 W Kimberly Rd,,,52806-5920,open,e7f2fb13c512476a9cfeaae3c2f23f7c,CFA,MALL,MW Region Team #1,Upper Midwest,Davenport  IA-Rock Island-Moline  IL,c0fbabc55634a4469951012316f18934,GMT -06:00,41.56308,-90.57416,N,N,,,,N,none,,,,,,,
190,Northgate Mall (NC),1058 W Club Blvd,,,27701-1104,closed,,CFA,MALL,AT Region Team #3,Raleigh Durham 1,Raleigh-Durham (Fayetteville)  NC,616d75cb198c43709964d6db1135d97f,GMT -05:00,36.01989,-78.90921,Y,N,0,,,N,none,,,,,,,
191,Old Hickory Mall,2021 N Highland Ave Ste A3,,,38305-4949,open,1c6aa5b391d742479c116c5f0f09a1e4,CFA,MALL,AT Region Team #2,West Tennessee,Jackson  TN,87c1b065c495e443ac02b1f3aa2c7999,GMT -06:00,35.65648,-88.83101,Y,N,0,,,N,none,,,,,,,
192,Northgate Mall (TN),209 Northgate Mall,,,37415-6940,open,9d4bb2aae4274dd8880bc5fb0e1faec8,CFA,MALL,AT Region Team #2,Chattanooga,Chattanooga  TN,d63edddffc3883458843eb10ef0c5085,GMT -05:00,35.12988,-85.23997,Y,N,0,,,N,none,,,,,,,
193,La Plaza Mall,2200 S 10th St Ste D1,,,78503-5413,closed,a0f86998ca98408d8d3ea3cbd1839b9d,CFA,MALL,SW Region Team #1,South Texas,Harlingen-Weslaco-Brownsville-McAllen  TX,15bff427dfaae34485fc096ee4ecc695,GMT -06:00,26.18499,-98.23611,Y,N,0,,,N,none,,,,,,,
194,Hanes Mall CLOSED,3320 Silas Creek Parkway,Lower Level  Suite 400,,27103,closed,,CFA,MALL,AT Region Team #1,Triad West,Greensboro-High Point-Winston Salem  NC,2a1d238b9c31409eac72c9987498aa25,,,,Y,N,0,,,N,none,,,,,,,
195,Northlake Mall,4800 Briarcliff Rd NE Ste 1112,,,30345-2715,closed,5102fdf47e63484e8736d8fdd8fa502e,CFA,MALL,SE Region Team #1,ATL-DeKalb,Atlanta  GA,8982d24e3d43a7448fc7c022b56400bf,GMT -05:00,33.85007,-84.25463,N,N,0,,,N,none,,,,,,,
196,Northridge Center (CA),1340 Northridge Center,,,93906,closed,,CFA,MALL,West Region Team #1,LA Central,,8be2561e6bc4a942b95488caff08ab1e,,,,Y,N,,,,N,none,,,,,,,
197,Northwest Mall,9800 Hempstead Rd,408 Northwest Mall,,77092-8516,closed,,CFA,MALL,SW Region Team #2,Houston Central,Houston  TX,60699aaf6c739d438b8209f94aaaea5b,GMT -06:00,29.7992,-95.45422,Y,N,0,,,N,none,,,,,,,
198,Northwest Arkansas Mall,Highway 471,,,72703,open,6df454511d8b93438f204ae5b1402853,CFA,MALL,SW Region Team #1,Northwest Arkansas,Ft. Smith-Fayetteville-Springdale-Rogers  AR,541969a032cbd64f8edd55abb3588753,GMT -06:00,36.12704,-94.14856,N,N,0,,,N,none,,,,,,,
199,Meadowbrook Mall,2399 Meadowbrook Mall Spc 620,,,26330-9619,open,ce385c54a02c41b3967bed7adad757f7,CFA,MALL,NE Region Team #1,Northern WV,Clarksburg-Weston  WV,2af41fa263be4024a16dba8b0fab5f13,GMT -05:00,39.31185,-80.27293,Y,N,0,,,N,none,,,,,,,
200,Northwoods Mall,2150 Northwoods Blvd Unit B4,,,29406-4045,open,e15f26af35694d99bdbab7d3cfd0b680,CFA,MALL,AT Region Team #2,Charleston I,Charleston  SC,d63edddffc3883458843eb10ef0c5085,GMT -05:00,32.94435,-80.04329,Y,N,0,,,N,none,,,,,,,
201,Madison Square,5901 University Dr Nw,Food Court #E,,35806-2531,closed,fc2103e205ec43c089869681afa996f6,CFA,MALL,SE Region Team #3,North Alabama,Huntsville-Decatur (Florence)  AL,334358b60422a54f95ff86a01747a2e0,GMT -06:00,34.73763,-86.66622,Y,N,0,,,N,none,,,,,,,
202,McCain Mall,3929 Mccain Blvd,,,72116-8011,open,e4bd8d905b004f749de6f2d53991afdb,CFA,MALL,SW Region Team #1,Central Arkansas,Little Rock-Pine Bluff  AR,541969a032cbd64f8edd55abb3588753,GMT -06:00,34.79233,-92.22715,Y,N,0,,,N,none,,,,,,,
203,Newgate Mall,3651 Wall Ave Ste 1040,,,84405-2001,closed,44df7a21db534b698dc086e9aeb0ca77,CFA,MALL,West Region Team #1,Utah North,Salt Lake City  UT,f0f1b4f309e1954d8cf2bda47fe39498,GMT -07:00,41.1957,-111.98323,Y,N,0,,,N,none,,,,,,,
204,Northpark Mall (MS),1200 E County Line Rd Ste 232,,,39157-1942,open,8398306db6ad487b8beecf03735eae80,CFA,MALL,SE Region Team #3,Jackson,Jackson  MS,7ed5b505851f4242808f33a4f30e2ba2,GMT -06:00,32.40401,-90.1293,N,N,0,,,N,none,,,,,,,
205,Oaks Mall,6419 W Newberry Rd Ste G8,,,32605-4390,open,6b2094e2e601e846af1ee8f0c9bc3df2,CFA,MALL,SE Region Team #2,N Central Florida,Gainesville  FL,bd5d4a6929fe164a9aa38b93851c607d,GMT -05:00,29.65692,-82.40995,N,N,0,,,N,none,,,,,,,
206,Metrocenter (AZ),9617 N Metro Pkwy W,Suite 2208,,85051-1400,closed,,CFA,MALL,West Region Team #1,Arizona 1,Phoenix (Prescott)  AZ,f0f1b4f309e1954d8cf2bda47fe39498,,33.5756,-112.122,Y,N,0,,,N,none,,,,,,,
207,Northglenn Mall,10568-B Melody Drive,,,80234,closed,92afe2bffe1d504f8270aaa934d001e3,CFA,MALL,,,,,,,,Y,N,,,,N,none,,,,,,,
208,Oakwood Mall (OK),4125 W. Owen Garriott,Room VC-5,,73702,closed,8398306db6ad487b8beecf03735eae80,CFA,MALL,SW Region Team #3,Oklahoma City North,Oklahoma City  OK,059888c0eb0e45558242ccda1e0d992d,GMT -06:00,36.38894,-97.92976,Y,N,0,,,N,none,,,,,,,
209,McCreless Mall,1000 McCreless Mall,Space 49A,,78223,closed,,CFA,MALL,SW Region Team #1,San Antonio East,San Antonio  TX,15bff427dfaae34485fc096ee4ecc695,,,,Y,N,0,,,N,none,,,,,,,
210,Oglethorpe Mall,7804 Abercorn St # 110,,,31406-3500,open,b94a344d9e86ac4c8428fd3a4f80c62d,CFA,MALL,SE Region Team #2,Savannah,Savannah  GA,7e5584ea022c49e3a792d3f9d8969b44,GMT -05:00,32.00206,-81.11751,N,N,0,,,N,none,,,,,,,
211,Oxford Valley Mall,2300 E Lincoln Hwy Ste Fc9,,,19047-1826,closed,18d7d48b4bf645bf8e3c94b555dc599c,CFA,MALL,NE Region Team #1,NE Philadelphia,Philadelphia  PA,3a18118a1c6f324595bf21cfac0862d0,GMT -05:00,40.18415,-74.88071,N,N,0,,,N,none,,,,,,,
212,Ogden City Mall,2267-A Ogden City Mall,,,84401,closed,,CFA,MALL,West Region Team #1,Utah North,,f0f1b4f309e1954d8cf2bda47fe39498,,,,Y,N,,,,N,none,,,,,,,
213,Omni (CNN Center),217 CNN Center,,,30303,closed,,CFA,MALL,,,,,,,,Y,N,,,,N,none,,,,,,,
214,Oakwood Center,197 Westbank Expy Ste 1685,,,70053-2507,open,f7b2aefc691e45ecbafa8888266ccefc,CFA,MALL,SW Region Team #2,New Orleans S Shore,New Orleans  LA,60699aaf6c739d438b8209f94aaaea5b,GMT -06:00,29.92225,-90.03872,Y,N,0,,,N,none,,,,,,,
215,Orange Park Mall,1910 Wells Rd,,,32073-6771,open,6bc46b49e2fe4ebb9d85a3fd8b442afb,CFA,MALL,SE Region Team #2,Jacksonville South,Jacksonville  FL,4e6ac67735ee514992b93eb36b98454a,GMT -05:00,30.18411,-81.73462,Y,N,0,,,N,none,,,,,,,
216,North Shore Square,150 Northshore Blvd Ste 5024,,,70460-6831,open,c9956793811b3243a2cd9992a8216911,CFA,MALL,SW Region Team #2,New Orleans N Shore,New Orleans  LA,e79b8f588fc1c840853732d48f3a5861,GMT -06:00,30.30727,-89.82344,Y,N,0,,,N,none,,,,,,,
217,Midway Mall (TX),4800 Texoma Parkway,Suite 410,,75090,closed,,CFA,MALL,SW Region Team #3,DFW Dallas East,Sherman  TX-Ada  OK,cad27220a8f60043a50741593ce31309,,,,Y,N,0,,,N,none,,,,,,,
218,Pecanland Mall,4700 Millhaven Rd Ste 1098,,,71203-7026,open,e3c4a5ba842f6d4d87b20f77b9090850,CFA,MALL,SW Region Team #2,North Louisiana,Monroe  LA-El Dorado  AR,5acc2f9801eb4714a4cf9438751497c4,GMT -06:00,32.49917,-92.05974,Y,N,0,,,N,none,,,,,,,
219,Parkdale Mall,6155 Eastex Fwy,678 Parkdale Mall,,77706-6718,open,6b21121d385b41fa8a18f67c3c1cba25,CFA,MALL,SW Region Team #2,Houston Southeast,Beaumont-Port Arthur  TX,5acc2f9801eb4714a4cf9438751497c4,GMT -06:00,30.12561,-94.16205,Y,N,0,,,N,none,,,,,,,
220,Orlando Fashion Square,3201 E Colonial Dr Ste F10,,,32803-5167,closed,,CFA,MALL,SE Region Team #2,Orlando South,Orlando-Daytona Beach-Melbourne  FL,bd5d4a6929fe164a9aa38b93851c607d,GMT -05:00,28.55646,-81.34069,N,N,0,,,N,none,,,,,,,
221,Melbourne Square,1700 W New Haven Ave Ste 407,,,32904-3985,open,4514dbe9c6a24c88b7ab97a63c593bc2,CFA,MALL,SE Region Team #2,Space Coast,Orlando-Daytona Beach-Melbourne  FL,7e5584ea022c49e3a792d3f9d8969b44,GMT -05:00,28.08171,-80.64973,N,N,0,,,N,none,,,,,,,
222,Danville Mall,325 Piedmont Dr,,,24540-4028,open,f144528f3ffca3449b52e22c72a7dc2d,CFA,MALL,AT Region Team #1,Southern Virginia 2,Roanoke-Lynchburg  VA,2a1d238b9c31409eac72c9987498aa25,GMT -05:00,36.5938,-79.4216,Y,N,0,,,N,none,No,Yes,No,,,,
223,Town East Mall,3054 Town East Mall,,,75150-4120,open,e26374f0b4765b4bb20af701840c4b12,CFA,MALL,SW Region Team #3,DFW Dallas East,Dallas-Ft. Worth  TX,cad27220a8f60043a50741593ce31309,GMT -06:00,32.80767,-96.62394,Y,N,0,,,N,none,,,,,,,
224,Marion Square-Terminated,372-374 King Street Store #7,,,29401,never opened,,CFA,MALL,,,,,,,,Y,N,,,,N,none,,,,,,,
225,The Galleria at South Bay,1815 Hawthorne Blvd Ste 320,,,90278-3443,closed,,CFA,MALL,West Region Team #1,LA County South,Los Angeles  CA,d9700bc0f01e43488d2117e4c01b36c8,GMT -08:00,33.87175,-118.35374,N,N,0,,,N,none,,,,,,,
226,Tulsa Promenade,4107 S Yale Ave Ste Fc,,,74135-6015,open,a69e2c0794a24d7bac1ccb2d0f9171ea,CFA,MALL,SW Region Team #2,Tulsa,Tulsa  OK,3757847305444afbb9d2b5c0087ee73e,GMT -06:00,36.10283,-95.91985,N,N,0,,,N,none,,,,,,,
227,Sunnyvale Town Center,2441 Town Center Lane,,,94086,closed,a685e9eba7048e479e6172c6a0829c3b,CFA,MALL,West Region Team #1,Bay Area,,1b366fe916b01a429beea840ca730ea2,,,,Y,N,,,,N,none,,,,,,,
228,Quintard Mall,700 Quintard Dr Ste Fc8,,,36203-1867,open,f167309bd7b046e79ac8b0ceb23623b8,CFA,MALL,SE Region Team #3,Central Alabama,Birmingham (Anniston and Tuscaloosa)  AL,7ed5b505851f4242808f33a4f30e2ba2,GMT -06:00,33.6135,-85.824,N,N,0,,,N,none,,,,,,,
229,Paddock Mall,3100 Sw College Rd,210 Paddock Mall,,34474-7446,open,40b6807ab30f4a159f43abe70c11ee12,CFA,MALL,SE Region Team #2,N Central Florida,Orlando-Daytona Beach-Melbourne  FL,bd5d4a6929fe164a9aa38b93851c607d,GMT -05:00,29.15874,-82.17331,Y,N,0,,,N,none,,,,,,,
230,La Palmera Mall,5488 S Padre Island Dr Ste 1014,,,78411-4117,open,92d8ae7852df475b8526c9e7fc3416a7,CFA,MALL,SW Region Team #1,South Texas,Corpus Christi  TX,15bff427dfaae34485fc096ee4ecc695,GMT -06:00,27.71114,-97.37265,Y,N,0,,,N,none,,,,,,,
231,The Citadel,750 Citadel Dr E Ste 2252,,,80909-5325,open,7e940569598044b89974cd8e039bb304,CFA,MALL,West Region Team #1,Colorado Springs,Colorado Springs-Pueblo  CO,64d4a5796786467498f2c5dad9991255,GMT -07:00,38.84351,-104.76222,Y,N,0,,,N,none,Yes,Yes,No,Yes,No,Yes,Yes
232,Palm Beach Mall,110 Palm Beach Mall,,,33401,closed,ba876fcbce2eb043b126ac9c786f8d80,CFA,MALL,SE Region Team #2,Palm,,06c047e9d6b5b34e9958a2b2f8b5a5c0,,,,N,N,,,,N,none,,,,,,,
233,Riverchase Galleria,2000 Riverchase Galleria Ste 158b,,,35244-2325,open,1ca611e0d8df4d4eb5e77549d66624a4,CFA,MALL,SE Region Team #3,Birmingham South,Birmingham (Anniston and Tuscaloosa)  AL,334358b60422a54f95ff86a01747a2e0,GMT -06:00,33.37915,-86.8093,Y,N,0,,,N,none,,,,,,,
234,Towne East Square,745 Towne East Square,7700 E. Kellogg,,67207,closed,,CFA,MALL,SW Region Team #2,Tulsa,,3757847305444afbb9d2b5c0087ee73e,,,,Y,N,,,,N,none,,,,,,,
235,Panama City Mall,2238 N Cove Blvd,,,32405-5321,open,7bebe2f9cadfea438a0633dafd013302,CFA,MALL,SE Region Team #3,Emerald Coast,Panama City  FL,7ed5b505851f4242808f33a4f30e2ba2,GMT -06:00,30.18724,-85.64778,N,N,0,,,N,none,,,,,,,
236,Puente Hills Mall,137 Puente Hills Mall,,,91748,closed,4862cf3564f4f041805bb473a788f9b9,CFA,MALL,West Region Team #1,Inland Empire North,,f0f1b4f309e1954d8cf2bda47fe39498,,33.995546,-117.930777,Y,N,,,,N,none,,,,,,,
237,Paradise Valley,B-56  4550-166 East Cactus Rd,,,85032,closed,,CFA,MALL,NE Region Team #1,Central Virginia,,3b9e3c88ffdaca46aa3a6950d30ee929,,,,Y,N,,,,N,none,,,,,,,
238,Peachtree Center,233 Peachtree St Ne # B-40,,,30303-1504,open,d199f41d6583374aaabf68d8bd3a3d4f,CFA,MALL,SE Region Team #1,ATL-Downtown,Atlanta  GA,201d50d9289f99429b01b6ef8242d6d4,GMT -05:00,33.75986,-84.38784,Y,N,0,,,N,none,No,Yes,No,,,,
239,Raleigh Springs Mall,3384 Austin Pey Highway,#3409,,38128,closed,,CFA,MALL,AT Region Team #2,Memphis 3,Memphis  TN,87c1b065c495e443ac02b1f3aa2c7999,,,,Y,N,0,,,N,none,,,,,,,
240,Paramus Park Shopping Center,2065 Paramus Park Mall,,,07652-3536,open,77e429e804a88740b2e2890aad393527,CFA,MALL,NE Region Team #1,New Jersey North,New York  NY,3a18118a1c6f324595bf21cfac0862d0,GMT -05:00,40.95645,-74.0689,N,N,0,,,N,none,,,,,,,
